category,category_vector
スポーツ,"[0.01093289814889431, -0.04080173000693321, -0.6237144470214844, 0.373635858297348, 1.0714473724365234, 0.5263195633888245, -7.216059684753418, 1.6887423992156982, 0.633082389831543, -0.17923863232135773, 0.8175625205039978, -1.9925436973571777, 1.2722707986831665, 0.3702055513858795, 0.37038740515708923, 0.6966051459312439, -1.0684239864349365, 0.4107159972190857, -1.148596167564392, -1.5200610160827637, -0.4180854260921478, 0.629603385925293, 0.058670710772275925, 0.11935356259346008, 0.846451997756958, 1.1951795816421509, -3.629749059677124, 2.0435433387756348, 0.7538682818412781, 0.5641542673110962, -0.7752875685691833, 0.3671109080314636, 0.5283716917037964, 0.8245836496353149, 0.8982142210006714, -0.8155255317687988, -1.1317675113677979, -2.2133209705352783, 0.4362723231315613, 0.16695436835289001, -1.370923399925232, 0.761873185634613, 0.025328218936920166, -0.38732320070266724, -0.15890388190746307, -0.43888381123542786, 0.58433997631073, 1.2379511594772339, 0.48225530982017517, -1.3529486656188965, -0.15278342366218567, -0.28598538041114807, -1.4433854818344116, -0.8573626279830933, 0.179456889629364, -1.7753194570541382, -1.8966962099075317, 0.36931562423706055, -0.5965114831924438, -0.6582613587379456, 0.1678120195865631, -1.0749932527542114, 1.7758607864379883, -0.4165399670600891, 2.2880449295043945, -0.6145691871643066, 0.738094687461853, -1.8074018955230713, -1.3213320970535278, 0.9942866563796997, -0.18451300263404846, -1.4270037412643433, 0.9991227388381958, 0.9557827711105347, -1.938685417175293, 0.4946051239967346, -1.0572751760482788, -0.31032222509384155, -0.7704828381538391, -0.6106519103050232, -0.5629994869232178, 0.7592964172363281, -0.842452883720398, -0.23140382766723633, -0.49327096343040466, -1.0364967584609985, -0.41014865040779114, -1.2071342468261719, -0.05963294208049774, -0.11554625630378723, -0.7659071087837219, 0.6428687572479248, -0.9921371340751648, 2.047762870788574, -0.09003806859254837, -1.418021559715271, -0.3270667493343353, -2.375891923904419, -2.0077552795410156, 1.2656418085098267, -0.07005862891674042, 0.9600648880004883, 0.38453206419944763, -1.890601634979248, -1.5817350149154663, 0.6640971302986145, 0.6531944870948792, 1.2478179931640625, -0.17944151163101196, 0.5713027715682983, -1.3500027656555176, -1.355514407157898, -0.4161502718925476, 0.9913235306739807, 0.7186478972434998, 0.3627266585826874, -1.1479823589324951, -0.023822907358407974, -0.6279542446136475, 0.36035579442977905, -0.4345402419567108, 0.20823486149311066, -0.3410339951515198, -1.0258562564849854, -1.1106131076812744, 0.351479709148407, -0.3435985743999481, -0.8819786906242371, -0.09499436616897583, -0.9978657960891724, 1.6545672416687012, 0.6461232304573059, 1.1130945682525635, 2.6874966621398926, 0.2535496652126312, 1.5285230875015259, 1.3047362565994263, 1.5486819744110107, 0.09827877581119537, 0.2012590616941452, -1.2608871459960938, 0.5849791169166565, -1.2530709505081177, 1.7099332809448242, 0.6528021097183228, -1.4684408903121948, -2.1123158931732178, 0.5671637058258057, -0.1657264083623886, -1.3703727722167969, -0.7717785239219666, -0.019172431901097298, -0.13342265784740448, 1.7805812358856201, -0.5783628821372986, 1.4591342210769653, 0.1914735734462738, 1.4637137651443481, 2.2556982040405273, 0.4897391200065613, 0.9730331897735596, 1.2831811904907227, -1.2903084754943848, -0.5992985367774963, -1.2095993757247925, -0.10432211309671402, 1.9438588619232178, 0.848529577255249, 0.8868960738182068, 0.9805497527122498, -1.1422812938690186, 0.06648535281419754, 0.6931880712509155, 2.0327389240264893, 0.17966987192630768, -3.358340263366699, -0.43747448921203613, 0.5392100811004639, -0.3656744360923767, -0.040011122822761536, 0.10423099249601364, 0.2336835116147995, -0.20882749557495117, 0.9349534511566162, -0.5591902136802673, -0.6415407657623291, 0.36131730675697327, 1.2280839681625366, 0.17751780152320862, -0.4742986857891083, 1.6484076976776123, -0.30262449383735657, 0.6679120063781738, 1.3975962400436401, -0.370410680770874, -1.9755035638809204, 0.12082565575838089, 0.45527905225753784, -0.006945895962417126, -0.7310592532157898, -0.34646159410476685, -0.4545588195323944, -0.480996698141098, -1.2244092226028442, -0.15237683057785034, -0.7730187773704529, 0.8197789788246155, -1.2548178434371948, 0.09329015016555786, 1.172456979751587, 0.5157121419906616, 0.8034216165542603, 0.5889009833335876, -0.8163771033287048, 0.007832926698029041, 0.053923867642879486, -0.23194831609725952, 2.043433904647827, 2.1717729568481445, -0.476397305727005, -0.46804696321487427, -0.49218884110450745, 1.7545174360275269, -2.1785507202148438, -1.3217699527740479, 3.302382469177246, -0.9752060174942017, 1.221577525138855, 1.222814917564392, 2.7686166763305664, -0.12471633404493332, 0.852526843547821, -0.44973263144493103, 2.4067461490631104, 1.3433516025543213, 0.1234528049826622, -0.40271931886672974, 0.3510283827781677, -0.6054328083992004, -0.5792844295501709, -0.521727442741394, 0.8074468970298767, -0.10871750861406326, -0.7737868428230286, 0.8255670070648193, 1.919130563735962, -0.3957507908344269, -0.14951473474502563, 0.09222100675106049, -0.3164694309234619, -0.408765971660614, 1.5079586505889893, -0.0814720019698143, -1.2686091661453247, -0.056229542940855026, 0.004107627552002668]"
映画・ドラマ,"[0.02902965433895588, 0.02505955472588539, -0.7569944858551025, 0.239063560962677, 1.1310007572174072, 0.5872355103492737, -6.694569110870361, 1.7116724252700806, 0.6334040760993958, -0.2031126618385315, 1.1643213033676147, -2.1040122509002686, 1.7325687408447266, 0.6250264644622803, 0.42198023200035095, 0.7023613452911377, -0.5375946760177612, 0.3017311990261078, -0.8227174878120422, -1.0894793272018433, -0.3560847043991089, 0.5011457800865173, -0.4121859073638916, 0.8022487163543701, 0.6084168553352356, 0.7973734736442566, -3.8109583854675293, 1.524867296218872, 0.6590151786804199, 0.2330670952796936, -0.6499168276786804, 0.3847337067127228, 0.33391621708869934, 0.3105011284351349, 0.3175799250602722, -0.8480873107910156, -1.422434687614441, -1.9545893669128418, 0.5654996633529663, 0.6521953344345093, -1.0568125247955322, 1.3146185874938965, 0.14364172518253326, -0.7081397175788879, -0.10155753791332245, -0.8163059949874878, 0.21066772937774658, 1.3400996923446655, 0.5649093985557556, -1.2248116731643677, 0.3301538825035095, 0.05700885131955147, -1.7719042301177979, -0.4028099477291107, -0.06882502883672714, -2.538257360458374, -1.9402135610580444, 0.2247655689716339, -0.6469357013702393, -0.7132145166397095, -0.10535945743322372, -0.8571401834487915, 0.6247085332870483, -0.3661651909351349, 1.7417079210281372, -0.8232847452163696, 0.8010859489440918, -1.5214396715164185, -0.3102969229221344, 0.7854101657867432, -0.5565271973609924, -0.6774219870567322, 0.698209822177887, 1.2305543422698975, -1.2142654657363892, -0.18541082739830017, -0.9839056730270386, -0.4326634109020233, -0.9739652276039124, -1.1098400354385376, -0.5912231802940369, -0.07128570228815079, -1.0450716018676758, -0.5987907648086548, 0.07036443799734116, -1.1120697259902954, -0.36541733145713806, -1.0114160776138306, -0.06116846948862076, -0.09762043505907059, -0.5577672719955444, 0.37751978635787964, -1.1049929857254028, 2.4195430278778076, 0.0638035386800766, -1.051292061805725, -0.3685038387775421, -2.0534770488739014, -1.9565564393997192, 1.3791202306747437, -0.10137759894132614, 0.9349340200424194, -0.37198638916015625, -2.0021004676818848, -1.971619725227356, 0.4952201843261719, -0.0493856780230999, 1.1525753736495972, -0.08576346188783646, 0.33929070830345154, -0.9801770448684692, -0.9734903573989868, -0.7224293351173401, 0.5771363377571106, 0.9182117581367493, 0.32620078325271606, -0.8899511694908142, 0.4259891211986542, -0.7520748972892761, -0.16226065158843994, 0.1055302619934082, 0.11983919888734818, -0.14546459913253784, -0.4178922772407532, -1.3555492162704468, 0.46577689051628113, -0.20636194944381714, -1.2093145847320557, -0.3448334336280823, -0.5015182495117188, 2.406226396560669, 1.1200639009475708, 1.2758779525756836, 3.2518718242645264, 0.21353116631507874, 1.7607338428497314, 2.3150713443756104, 1.2278605699539185, 0.33944565057754517, -0.3809570074081421, -1.5374797582626343, 0.8396913409233093, -1.5602388381958008, 1.6246247291564941, 1.057377815246582, -1.5945394039154053, -1.7652745246887207, 0.9150285124778748, -0.054199863225221634, -0.96922767162323, -1.0836851596832275, 0.3824021816253662, -0.22520683705806732, 1.4877572059631348, -0.9719333052635193, 1.6574653387069702, 0.16999442875385284, 1.4019248485565186, 2.539940357208252, 0.41962990164756775, 0.8035961985588074, 1.8738430738449097, -1.698172688484192, -0.3981996178627014, -1.6574914455413818, 0.45758965611457825, 1.9095280170440674, 0.25330743193626404, -0.09701696038246155, 1.111561894416809, -1.0614174604415894, 0.4891190230846405, 0.6295643448829651, 1.5524258613586426, 0.15866003930568695, -3.066176652908325, 0.17697203159332275, 0.6580548882484436, -1.0038416385650635, 0.02531319297850132, 0.126106858253479, 0.19855231046676636, -0.2319522351026535, 1.0675489902496338, -0.8460689783096313, -1.3100717067718506, 0.7261669039726257, 1.6388373374938965, -0.40206560492515564, -0.7701749205589294, 2.2399725914001465, -0.003002902027219534, 0.4688752293586731, 1.1057820320129395, -0.33369919657707214, -1.6214356422424316, 0.01635107956826687, 0.9248122572898865, -0.385814368724823, -0.8794554471969604, -0.39596661925315857, 0.24601927399635315, -0.1543133556842804, -0.937019407749176, -0.18303829431533813, -0.7532550692558289, 0.24632853269577026, -1.2822160720825195, 0.39803192019462585, 1.17703378200531, 0.5563788414001465, 1.2322489023208618, 0.8638554811477661, -0.8725544214248657, -0.04576554521918297, -0.1283380687236786, -0.3685223460197449, 2.0289511680603027, 1.6252080202102661, -0.15913619101047516, -0.31381261348724365, -0.7377221584320068, 1.489357590675354, -1.9600093364715576, -1.354063868522644, 3.529057025909424, -0.5687801241874695, 1.302117943763733, 1.640148401260376, 2.736037015914917, -0.151589497923851, 0.8637085556983948, -0.34586477279663086, 2.5389840602874756, 0.967781126499176, -0.46382227540016174, 0.04411078616976738, 0.14691175520420074, -1.1083766222000122, 0.3255910575389862, -0.8934719562530518, 1.195401668548584, -0.6218605637550354, -0.7130547165870667, 0.5546956062316895, 0.5910846590995789, -1.3173353672027588, 0.04552316665649414, 0.21706536412239075, 0.008759898133575916, 0.09446172416210175, 1.0946134328842163, -0.18913878500461578, -1.6997711658477783, 0.034014731645584106, 0.576119601726532]"
音楽,"[-0.11731959134340286, -0.42760607600212097, -0.6616654396057129, 0.1639096885919571, 0.9357930421829224, 0.821921169757843, -7.04415225982666, 1.5694483518600464, 0.9146103262901306, -0.2828436493873596, 1.15891695022583, -1.8726470470428467, 1.2204623222351074, 0.37657731771469116, 0.17598839104175568, 0.508578360080719, -0.9995676279067993, 0.4270790219306946, -0.6352844834327698, -1.5172871351242065, -0.49718737602233887, 0.7205928564071655, -0.31887680292129517, 0.5094560980796814, 0.8281190991401672, 1.145742416381836, -3.7622339725494385, 2.0256974697113037, 0.6529308557510376, 0.4485824406147003, -0.7951991558074951, 0.38444414734840393, 0.6474852561950684, 0.8476285338401794, 0.5009907484054565, -0.5286597013473511, -1.2224615812301636, -2.124752998352051, 0.502610981464386, 0.22372983396053314, -1.4980965852737427, 0.5087877511978149, 4.3303218262735754e-05, -0.799617350101471, -0.10902290791273117, -0.544951856136322, 0.417654812335968, 1.503119945526123, 0.6089180707931519, -1.3839534521102905, -0.0027790432795882225, -0.3964202105998993, -1.515450119972229, -0.5116505026817322, 0.2292330414056778, -1.7902196645736694, -1.8792898654937744, 0.45215192437171936, -1.100885272026062, -0.6559595465660095, -0.011326195672154427, -1.0509223937988281, 1.356506109237671, -0.23566752672195435, 1.9941719770431519, -0.6130661368370056, 0.9888684749603271, -1.8385894298553467, -1.1026531457901, 0.732661247253418, -0.3014559745788574, -1.238810420036316, 0.6700021028518677, 1.0562068223953247, -1.8703635931015015, 0.12149100750684738, -1.2196229696273804, -0.20677337050437927, -0.6438769102096558, -1.0391554832458496, -0.561996340751648, 0.5890512466430664, -1.019042730331421, -0.18638503551483154, -0.3178960084915161, -1.1870064735412598, -0.639091968536377, -1.0567431449890137, -0.11170829087495804, -0.382394403219223, -0.7222207188606262, 0.6843261122703552, -0.9760055541992188, 2.687267541885376, -0.06935153156518936, -1.2167521715164185, -0.4309455156326294, -2.3252527713775635, -2.1388816833496094, 0.9172587990760803, 0.055649153888225555, 0.7970510125160217, 0.38165441155433655, -1.8601964712142944, -1.7617371082305908, 0.5427117347717285, 0.5220762491226196, 1.0154807567596436, -0.10480418056249619, 0.39217573404312134, -1.1058344841003418, -1.3690416812896729, -0.8193393349647522, 0.6767440438270569, 0.8585205078125, 0.4985901117324829, -1.0457650423049927, 0.019820544868707657, -0.904409646987915, 0.2932712137699127, -0.4017173945903778, 0.19049440324306488, -0.3867878019809723, -0.8747754096984863, -0.7732387185096741, 0.3052823841571808, 0.029023263603448868, -1.0444127321243286, -0.16323503851890564, -0.6117876768112183, 1.8063005208969116, 1.1253615617752075, 1.7255393266677856, 2.802924633026123, 0.32330939173698425, 1.6541467905044556, 1.7533917427062988, 1.7927205562591553, -0.09062006324529648, -0.6507285237312317, -1.0581469535827637, 0.9114429950714111, -0.9977071285247803, 1.531745433807373, 0.72299724817276, -1.4762215614318848, -2.8327455520629883, 0.30542171001434326, -0.18243685364723206, -1.2700461149215698, -1.205000877380371, 0.04023332893848419, -0.026141703128814697, 1.6308655738830566, -0.5856648683547974, 1.6033339500427246, 0.432759165763855, 1.1290456056594849, 2.668389081954956, 0.6716144680976868, 0.8664219975471497, 1.945986270904541, -1.137807846069336, -0.32734987139701843, -1.159806251525879, 0.10081570595502853, 1.722699522972107, 0.711703896522522, 0.8899796009063721, 1.195272445678711, -0.7839849591255188, 0.21194764971733093, 0.586162269115448, 1.6336286067962646, -0.003983121830970049, -3.401466131210327, -0.26323869824409485, 0.6639518141746521, -0.2580869793891907, 0.11757465451955795, 0.4859180450439453, 0.2832782566547394, -0.11137961596250534, 0.8666136264801025, -0.3957022428512573, -1.1184710264205933, 0.5382489562034607, 1.2956690788269043, 0.0772867202758789, -0.6673242449760437, 1.5411235094070435, -0.5159876346588135, 0.7675611972808838, 1.537675380706787, -0.33049148321151733, -1.9781020879745483, 0.13927501440048218, 0.3787807822227478, -0.3807090222835541, -1.1909618377685547, -0.40053755044937134, 0.09914090484380722, -0.24528950452804565, -1.0474356412887573, -0.05383503809571266, -0.8218235969543457, 0.4726394712924957, -1.2440587282180786, 0.21263918280601501, 1.2770743370056152, 0.4399758577346802, 0.9358364939689636, 0.7325632572174072, -0.6564585566520691, 0.029316239058971405, 0.20529887080192566, -0.36491814255714417, 1.8622997999191284, 1.7856974601745605, -0.5925607085227966, -0.6782642602920532, -0.6666756868362427, 1.6404600143432617, -1.9137877225875854, -1.663661003112793, 3.5482566356658936, -1.1073638200759888, 1.8821992874145508, 1.383348822593689, 2.625479221343994, 0.3857715427875519, 0.6646458506584167, -0.258111834526062, 2.195164680480957, 1.3861439228057861, 0.2058199644088745, 0.1336188167333603, 0.27965229749679565, -0.6686612367630005, -0.6292195320129395, -0.50764000415802, 0.4858241379261017, -0.13404633104801178, -0.39329952001571655, 0.7257645726203918, 1.7207411527633667, -0.6962012648582458, 0.23158547282218933, 0.04848067834973335, -0.05356239527463913, -0.39682215452194214, 0.8251747488975525, 0.12446457892656326, -1.2590231895446777, 0.07051506638526917, 0.16002118587493896]"
テクノロジー・ガジェット,"[0.13448795676231384, 0.08567041903734207, -0.7723928093910217, 0.29871976375579834, 1.1759111881256104, 0.5823110342025757, -6.400554656982422, 1.6532663106918335, 1.0810141563415527, -0.12276248633861542, 1.2266566753387451, -1.870886206626892, 1.981557011604309, 0.22846244275569916, 0.5588971972465515, 0.863633394241333, -0.4182747006416321, 0.43545758724212646, -1.163354754447937, -0.8360633850097656, -0.36070576310157776, 0.6389014720916748, 0.245182067155838, 0.7597821354866028, 0.4165923297405243, 0.2585770785808563, -3.389097213745117, 1.4078270196914673, 0.2973232865333557, 0.28996241092681885, -0.3941067159175873, 0.4426543414592743, 0.6865419149398804, 0.713565468788147, 0.519634485244751, -1.2889562845230103, -1.2102704048156738, -2.208963394165039, 0.336391419172287, 0.8193314075469971, -1.3005013465881348, 0.9468512535095215, 0.394499808549881, -0.5870553851127625, -0.3746218681335449, -0.5532734394073486, 0.4789479672908783, 1.3562676906585693, 0.24731077253818512, -1.2190704345703125, 0.23885296285152435, -0.041731201112270355, -1.9081348180770874, -0.5262895226478577, 0.3951953649520874, -2.311218023300171, -1.6021769046783447, 0.26571527123451233, -0.6704429388046265, -1.2960693836212158, -0.14100724458694458, -0.8269405961036682, 1.3965061902999878, -0.20596285164356232, 1.513041615486145, -1.041590929031372, 0.24468165636062622, -1.171122431755066, -0.8824813961982727, 1.1538724899291992, -0.0999131128191948, -1.0457497835159302, 1.065613865852356, 1.5943808555603027, -1.4367715120315552, 0.020338386297225952, -1.215559720993042, -0.4544282555580139, -0.9762593507766724, -1.4335267543792725, -0.7795190215110779, 0.16803504526615143, -1.1399316787719727, -0.4031403362751007, -0.06642848253250122, -1.101028323173523, -0.31400665640830994, -1.0428606271743774, 0.01853211037814617, 0.21442446112632751, -0.8325445652008057, 0.47890570759773254, -1.2363849878311157, 2.0963335037231445, 0.11251996457576752, -0.9294437170028687, -0.4830024838447571, -2.232637882232666, -2.009721040725708, 1.084314227104187, -0.14229635894298553, 1.3565247058868408, 0.0726214051246643, -2.1163806915283203, -2.193567991256714, 0.5983510613441467, -0.08963115513324738, 0.8940019607543945, -0.4244881272315979, 0.44307222962379456, -1.3486082553863525, -1.1128110885620117, -0.7424605488777161, 0.5445797443389893, 0.5544997453689575, 0.25211769342422485, -0.5663929581642151, -0.28526026010513306, -0.7638205885887146, 0.1683390587568283, 0.23255786299705505, -0.16600865125656128, -0.30894121527671814, -0.3779653012752533, -1.4586548805236816, 0.3142700493335724, -0.33606386184692383, -0.8455243110656738, -0.526463508605957, -1.0982298851013184, 1.828089952468872, 0.5775737166404724, 1.585644245147705, 3.2332723140716553, 0.5956064462661743, 2.181645154953003, 2.15147066116333, 1.1854497194290161, 0.06589097529649734, -0.4522724449634552, -1.5935907363891602, 0.6028046607971191, -1.6316167116165161, 1.7701478004455566, 1.0562283992767334, -1.5583807229995728, -1.7423444986343384, 0.9135408997535706, 0.32190826535224915, -0.9652839303016663, -0.6791048645973206, 0.6757245659828186, -0.28784167766571045, 1.501630187034607, -0.9769834280014038, 1.49393892288208, -0.10251927375793457, 1.7096664905548096, 1.9222570657730103, 0.9086806178092957, 0.7120943069458008, 1.3764607906341553, -1.5398565530776978, -0.31636807322502136, -1.9884705543518066, 0.10974494367837906, 2.0180256366729736, 0.7901266813278198, 0.03676646575331688, 1.045417308807373, -1.321263074874878, 0.5397602319717407, 0.34113600850105286, 1.281123399734497, -0.055236149579286575, -2.865955352783203, -0.2766653299331665, 0.4788490831851959, -1.3674653768539429, -0.03232324495911598, 0.29703792929649353, -0.2062167227268219, -0.018484923988580704, 0.9263625144958496, -0.9413989186286926, -1.0629572868347168, 0.17651759088039398, 1.5524464845657349, -0.4520808458328247, -0.6001430153846741, 2.187943458557129, 0.131704643368721, 0.775987446308136, 0.8289439082145691, -0.47756457328796387, -1.8200035095214844, 0.8491203188896179, 0.46969932317733765, 0.01811741292476654, -0.5052650570869446, -0.5626325607299805, -0.14346623420715332, -0.12487172335386276, -1.6283169984817505, -0.10469099134206772, -0.9852312803268433, 0.5536224842071533, -0.9225525856018066, 0.3782142400741577, 1.1893621683120728, 0.34354543685913086, 1.2936503887176514, 0.4315166175365448, -0.9773610830307007, -0.20854325592517853, 0.19722235202789307, -0.043290875852108, 2.2064616680145264, 1.642990231513977, 0.3572446405887604, -0.21479958295822144, -0.43082305788993835, 1.282152771949768, -1.87396240234375, -1.1879154443740845, 3.451491355895996, -0.2449156790971756, 1.0502510070800781, 0.7903288006782532, 2.7848331928253174, -0.34281250834465027, 1.028624415397644, -0.8581124544143677, 2.6906204223632812, 1.2381436824798584, -0.6752961874008179, -0.2671162486076355, 0.6137253642082214, -1.0774589776992798, 0.3752100169658661, -0.6525475382804871, 1.1835578680038452, -0.6718738675117493, -0.7589613199234009, 0.6081904768943787, 1.2214738130569458, -0.743392825126648, -0.03067358024418354, -0.1315833181142807, 0.4632229804992676, -0.2303941398859024, 1.2659876346588135, 0.06612604856491089, -1.1121084690093994, 0.3677947521209717, 0.7267112135887146]"
政治・社会問題,"[0.10546361654996872, 0.1590764820575714, -0.6043035984039307, 0.3495372235774994, 1.3307242393493652, 0.7679041624069214, -6.487800121307373, 1.6369751691818237, 0.7824820280075073, -0.20897072553634644, 1.536426305770874, -2.040140390396118, 2.202073335647583, 0.4890695810317993, 0.37440428137779236, 0.8318040370941162, -0.4390678107738495, 0.31022316217422485, -1.3183636665344238, -1.320348858833313, -0.26122260093688965, 0.6914653182029724, -0.22680971026420593, 0.6601424813270569, 0.44934648275375366, 0.7939491868019104, -4.032653331756592, 1.420617938041687, 0.3774762451648712, 0.22663429379463196, -0.6348118782043457, 0.4248305857181549, 0.6738055944442749, 0.4239729344844818, 0.6857588887214661, -1.4000412225723267, -1.057291030883789, -2.311077833175659, 0.43598195910453796, 0.5242933630943298, -1.1902902126312256, 0.8649629950523376, 0.2763994634151459, -0.8066192865371704, -0.2923833727836609, -0.6999626159667969, 0.5529112815856934, 1.618308663368225, 0.7204965353012085, -1.1155511140823364, 0.32332220673561096, 0.23154926300048828, -1.4405512809753418, -0.5766350030899048, 0.28979796171188354, -2.2202672958374023, -1.7226181030273438, 0.6743066310882568, -0.5212038159370422, -0.9557530879974365, -0.07171051949262619, -1.0849149227142334, 0.9732553958892822, -0.15263773500919342, 1.271507740020752, -0.7664827108383179, 0.4598369002342224, -1.2634599208831787, -0.5075357556343079, 1.1401846408843994, -0.49235859513282776, -0.8732486367225647, 0.6334335803985596, 1.3697773218154907, -1.4312467575073242, 0.48785045742988586, -1.3375557661056519, -0.5060787796974182, -0.8245815634727478, -1.3728481531143188, -0.5654886960983276, 0.1801556497812271, -1.2188410758972168, -0.3669482171535492, 0.2131352573633194, -1.1235555410385132, -0.3242943584918976, -1.238634467124939, -0.32414695620536804, -0.12684017419815063, -0.7584351897239685, 0.35846078395843506, -1.034313678741455, 2.3380892276763916, -0.1009746715426445, -0.914690375328064, -0.6739819049835205, -1.7343555688858032, -1.7681457996368408, 1.4611937999725342, -0.22046570479869843, 0.8619354367256165, -0.34457916021347046, -2.089801549911499, -2.0441055297851562, 0.7710063457489014, 0.2106468379497528, 0.5935466289520264, -0.3296409249305725, 0.18368227779865265, -1.2257821559906006, -0.7653163075447083, -1.1929863691329956, 0.24841785430908203, 0.830026388168335, 0.24928098917007446, -0.7164895534515381, 0.19412893056869507, -0.8976122140884399, 0.16796976327896118, 0.009373744949698448, 0.15205678343772888, 0.023316597566008568, -0.42560815811157227, -1.5345691442489624, 0.6485973000526428, 0.1829763650894165, -1.3184068202972412, -0.7948479652404785, -1.0090246200561523, 2.430732250213623, 1.1509366035461426, 1.059546947479248, 3.5657408237457275, 0.16548869013786316, 1.605130672454834, 2.1876206398010254, 1.1785023212432861, 0.25803548097610474, -0.4058142900466919, -1.6806507110595703, 0.8800451159477234, -1.7256650924682617, 1.5328449010849, 0.6022688150405884, -1.1743383407592773, -1.988258719444275, 0.7860598564147949, 0.1808607578277588, -1.0701709985733032, -0.7490545511245728, 0.37456631660461426, -0.626812219619751, 1.4569084644317627, -0.7945231199264526, 1.3095020055770874, 0.05121487006545067, 1.4561201333999634, 2.4456706047058105, 0.4623163938522339, 0.9153116941452026, 1.5920931100845337, -1.767223834991455, -0.2527915835380554, -1.719262957572937, 0.6806283593177795, 1.7345426082611084, 0.7097213268280029, 0.38152849674224854, 0.9602605700492859, -0.7911216616630554, 0.6189231276512146, 0.2534147799015045, 1.0970072746276855, 0.29941248893737793, -3.2283554077148438, -0.1737881898880005, 0.5117006301879883, -0.9205859303474426, -0.22817009687423706, 0.12379873543977737, 0.07065808027982712, -0.129893958568573, 0.9682337045669556, -0.9462425708770752, -0.7818748354911804, 0.6993350982666016, 1.4735379219055176, -0.6999754905700684, -0.7394437789916992, 2.2349302768707275, -0.4124988913536072, 0.7290271520614624, 0.6811063289642334, -0.7701502442359924, -1.3946515321731567, 0.23229704797267914, 0.7687693238258362, -0.054529909044504166, -0.27876028418540955, -0.5711919069290161, 0.49168315529823303, 0.11939023435115814, -1.2514140605926514, -0.43377232551574707, -0.9085673093795776, 0.6329831480979919, -0.9434348940849304, 0.42910873889923096, 0.9430059194564819, 0.7420432567596436, 1.3191789388656616, 0.7961673140525818, -0.6915742754936218, -0.008868271484971046, -0.24036358296871185, -0.08963173627853394, 2.343566656112671, 1.5895739793777466, -0.15384423732757568, -0.554889440536499, -0.2593754827976227, 1.4737956523895264, -1.8288213014602661, -1.2989789247512817, 3.0685842037200928, -0.20861057937145233, 1.4703400135040283, 1.5175613164901733, 2.366791248321533, -0.24117246270179749, 0.9388514757156372, -0.2945806384086609, 2.2585227489471436, 1.0403149127960205, -0.12868522107601166, -0.31496939063072205, 0.23946990072727203, -1.2908155918121338, 0.321838915348053, -0.763461709022522, 1.0828016996383667, -0.78718501329422, -0.21512570977210999, 0.5435755252838135, 0.9683645963668823, -1.4418286085128784, 0.5043337941169739, -0.17361874878406525, -0.09323915094137192, 0.26225200295448303, 0.9623139500617981, -0.19688010215759277, -1.3307676315307617, -0.32126694917678833, 0.6188228130340576]"
